code,date,close,turnover,prob,name,group
002351,2026-09-11,9.75,1.355625,0.5784880796871936,漫步者,Q5_buy
688062,2026-09-11,24.06,3.3937150000000003,0.5770038776016644,迈威生物,Q5_buy
300493,2026-09-11,12.21,1.96095,0.5575423005413839,润欣科技,Q5_buy
002249,2026-09-11,6.45,2.04722,0.5570520220642501,大洋电机,Q5_buy
002626,2026-09-11,15.94,1.05938,0.5474207414936485,金达威,Q5_buy
300783,2026-09-11,16.83,2.201565,0.5468978524053777,三只松鼠,Q5_buy
600268,2026-09-11,10.4,1.0965150000000001,0.5393276209571757,国电南自,Q5_buy
300357,2026-09-11,18.98,2.780985,0.5374580132602699,我武生物,Q5_buy
688515,2026-09-11,139.59,6.02503,0.53598926563389,裕太微,Q5_buy
300775,2026-09-11,22.34,2.4615750000000003,0.533406274609613,三角防务,Q5_buy
002139,2026-09-11,9.6,1.16602,0.5333228112065965,拓邦股份,Q5_buy
000552,2026-09-11,2.59,2.33969,0.5329448890393175,甘肃能化,Q5_buy
002895,2026-09-11,31.88,1.1265100000000001,0.5310849075210944,川恒股份,Q5_buy
002020,2026-09-11,11.3,1.9579349999999998,0.529645766859017,京新药业,Q5_buy
300035,2026-09-11,12.28,3.069525,0.5285996772252428,中科电气,Q5_buy
688351,2026-09-11,16.62,1.14012,0.5285511341601152,微电生理,Q5_buy
600782,2026-09-11,2.73,1.2708499999999998,0.5281032606992926,新钢股份,Q5_buy
600315,2026-09-11,17.89,1.4370150000000002,0.5280956090984164,上海家化,Q5_buy
688353,2026-09-11,80.69,3.13565,0.5280826140606135,华盛锂电,Q5_buy
301078,2026-09-11,7.0,1.874075,0.5280739937680548,孩子王,Q5_buy
002506,2026-09-11,2.51,4.576815,0.5279836313676134,协鑫集成,Q5_buy
600017,2026-09-11,2.86,1.35432,0.5273555248546258,日照港,Q5_buy
688141,2026-09-11,107.0,3.099175,0.5247304248997064,杰华特,Q5_buy
300678,2026-09-11,21.26,1.42927,0.5238200683068786,中科信息,Q5_buy
002958,2026-09-11,3.0,1.505235,0.5235910088652281,青农商行,Q5_buy
000727,2026-09-11,2.24,1.6404050000000001,0.5222969391979735,冠捷科技,Q5_buy
688362,2026-09-11,57.53,4.46065,0.5220363845412075,甬矽电子,Q5_buy
002941,2026-09-11,10.8,1.3576350000000001,0.5215687530780446,新疆交建,Q5_buy
301589,2026-09-11,139.85,1.886575,0.5206948371222547,诺瓦星云,Q5_buy
002276,2026-09-11,10.08,1.2612400000000001,0.5203054368724892,万马股份,Q5_buy
300047,2026-09-11,8.91,2.228075,0.5202282784321047,天源迪科,Q5_buy
002936,2026-09-11,1.78,1.344775,0.5196875928021778,郑州银行,Q5_buy
002019,2026-09-11,9.2,1.4767,0.5193427070832168,亿帆医药,Q5_buy
600550,2026-09-11,10.77,1.0965099999999999,0.5183341624974293,保变电气,Q5_buy
301153,2026-09-11,17.03,1.221615,0.5177899246456475,中科江南,Q5_buy
600155,2026-09-11,5.96,1.395305,0.5174601849703049,华创云信,Q5_buy
600635,2026-09-11,4.7,1.267665,0.517181382685584,大众公用,Q5_buy
002755,2026-09-11,11.12,1.5677299999999998,0.5171530868652083,奥赛康,Q5_buy
300323,2026-09-11,10.51,6.74482,0.5167414169891315,华灿光电,Q5_buy
600395,2026-09-11,5.35,2.205635,0.516478044407606,盘江股份,Q5_buy
600740,2026-09-11,3.88,2.086875,0.5163084504330079,山西焦化,Q5_buy
000990,2026-09-11,6.47,2.491125,0.5153573180304833,诚志股份,Q5_buy
600335,2026-09-11,5.13,1.19875,0.51461032230329,国机汽车,Q5_buy
002216,2026-09-11,11.54,1.133535,0.5137724961962106,三全食品,Q5_buy
688627,2026-09-11,454.2,5.3652999999999995,0.5135184055819192,精智达,Q5_buy
600258,2026-09-11,11.47,1.6942349999999997,0.5131984505463317,首旅酒店,Q5_buy
002364,2026-09-11,34.93,6.263795,0.5130747452580732,中恒电气,Q5_buy
300034,2026-09-11,16.3,1.4110599999999998,0.5119635868637485,钢研高纳,Q5_buy
002239,2026-09-11,2.48,1.5043299999999995,0.5119466864696234,奥特佳,Q5_buy
002807,2026-09-11,4.22,1.785475,0.5113220628349391,江阴银行,Q5_buy
688372,2026-09-11,107.83,4.098485,0.5112150675541278,伟测科技,Q5_buy
002635,2026-09-11,14.44,4.22506,0.5110447130521301,安洁科技,Q5_buy
603323,2026-09-11,4.55,1.967735,0.5109869113504006,苏农银行,Q5_buy
002643,2026-09-11,12.81,1.8366000000000002,0.5108970634405011,万润股份,Q5_buy
000778,2026-09-11,3.67,1.4453399999999998,0.5104523351957374,新兴铸管,Q5_buy
600266,2026-09-11,4.15,1.949265,0.5103563542037783,城建发展,Q5_buy
300459,2026-09-11,3.62,2.9179749999999998,0.5102010084726525,汤姆猫,Q5_buy
301551,2026-09-11,21.41,4.4892650000000005,0.509873853675121,无线传媒,Q5_buy
000860,2026-09-11,10.55,1.4201,0.5089015267753622,顺鑫农业,Q5_buy
300827,2026-09-11,23.94,2.2757449999999997,0.5088984402780382,上能电气,Q5_buy
300088,2026-09-11,6.89,4.20277,0.5084675332957175,长信科技,Q5_buy
002073,2026-09-11,5.71,1.9019549999999998,0.5083797887845635,软控股份,Q5_buy
600446,2026-09-11,10.54,1.514845,0.5079800522040083,金证股份,Q5_buy
600971,2026-09-11,8.62,1.921685,0.5078793128390457,恒源煤电,Q5_buy
001227,2026-09-11,2.14,1.7690299999999997,0.5078425480136529,兰州银行,Q5_buy
300098,2026-09-11,4.38,2.168,0.5073947638497925,高新兴,Q5_buy
603027,2026-09-11,7.29,1.1022350000000007,0.5073097814177857,千禾味业,Q5_buy
688388,2026-09-11,26.95,4.59199,0.5072654873646667,嘉元科技,Q5_buy
688779,2026-09-11,7.44,1.2505,0.5072033406218682,五矿新能,Q5_buy
300870,2026-09-11,201.45,4.40893,0.5069955759050099,欧陆通,Q5_buy
300007,2026-09-11,28.64,2.5997700000000004,0.5068343707845994,汉威科技,Q5_buy
002170,2026-09-11,11.4,2.832655,0.506829697976367,芭田股份,Q5_buy
300036,2026-09-11,10.16,2.2191300000000003,0.5067764039744808,超图软件,Q5_buy
688165,2026-09-11,14.59,1.184305,0.5064382971884112,埃夫特,Q5_buy
601900,2026-09-11,12.24,1.4172850000000001,0.5058862171458852,南方传媒,Q5_buy
600664,2026-09-11,6.99,14.627619999999999,0.5055417991469096,哈药股份,Q5_buy
600866,2026-09-11,4.25,1.6593399999999998,0.5052050728607836,星湖科技,Q5_buy
000422,2026-09-11,12.18,2.380585,0.5045551171222497,湖北宜化,Q5_buy
600859,2026-09-11,9.9,1.358055,0.503518324490633,王府井,Q5_buy
603236,2026-09-11,58.91,3.7195050000000003,0.5032756769104949,移远通信,Q5_buy
300026,2026-09-11,3.2,2.380575,0.5032042236096306,红日药业,Q5_buy
600502,2026-09-11,4.41,1.535155,0.5029694817368919,安徽建工,Q5_buy
600133,2026-09-11,7.96,1.3427349999999998,0.502853357721108,东湖高新,Q5_buy
600361,2026-09-11,3.56,1.1988699999999999,0.5028079823934873,创新新材,Q5_buy
300253,2026-09-11,6.66,2.67184,0.5019466882127278,卫宁健康,Q5_buy
688382,2026-09-11,17.19,2.416395,0.5018930175086163,益方生物,Q5_buy
002221,2026-09-11,5.82,1.619165,0.5014296102621829,东华能源,Q5_buy
300772,2026-09-11,9.26,2.195674999999999,0.501387058422885,运达股份,Q5_buy
600328,2026-09-11,6.05,1.1539300000000001,0.5013642161929056,中盐化工,Q5_buy
301631,2026-09-11,58.19,8.3643,0.5013024706241307,壹连科技,Q5_buy
002151,2026-09-11,28.9,2.347025,0.5012513764478015,北斗星通,Q5_buy
600267,2026-09-11,11.13,3.0305299999999997,0.5004834977791093,海正药业,Q5_buy
002270,2026-09-11,18.77,1.3204850000000001,0.5004458747579046,华明装备,Q5_buy
002237,2026-09-11,14.12,3.083025,0.5003112488845527,恒邦股份,Q5_buy
300303,2026-09-11,6.74,2.63151,0.5002954401090485,聚飞光电,Q5_buy
002867,2026-09-11,10.46,1.0784,0.5002703236230575,周大生,Q5_buy
300077,2026-09-11,19.3,6.23748,0.5001790667080731,国民技术,Q5_buy
601860,2026-09-11,2.61,1.5993650000000001,0.49999254388102876,紫金银行,Q5_buy
601333,2026-09-11,3.11,1.247245,0.4998374887989647,广深铁路,Q5_buy
603516,2026-09-11,83.55,2.85682,0.4995299890294964,淳中科技,Q5_buy
300131,2026-09-11,15.55,6.437729999999999,0.4993818378643071,英唐智控,Q5_buy
300525,2026-09-11,7.66,2.016145,0.49936809679059063,博思软件,Q5_buy
600633,2026-09-11,10.13,1.3032350000000001,0.4989298520245342,浙数文化,Q5_buy
002557,2026-09-11,18.21,1.380565,0.4988359329229449,洽洽食品,Q5_buy
600452,2026-09-11,9.13,1.3783400000000001,0.4988328756938719,涪陵电力,Q5_buy
300409,2026-09-11,16.48,2.2003999999999997,0.4986763267438261,道氏技术,Q5_buy
002251,2026-09-11,3.68,5.095095,0.49831561107392236,步步高,Q5_buy
600273,2026-09-11,6.58,1.234505,0.4977632425953986,嘉化能源,Q5_buy
603279,2026-09-11,11.42,1.6145200000000002,0.49772309646531526,景津装备,Q5_buy
000801,2026-09-11,12.27,1.3786450000000001,0.49758039328893106,四川九洲,Q5_buy
300184,2026-09-11,11.71,4.078729999999999,0.4975152041241305,力源信息,Q5_buy
300655,2026-09-11,12.2,2.9455,0.49736254328174273,晶瑞电材,Q5_buy
600908,2026-09-11,5.9,1.074805,0.4971494939148647,无锡银行,Q5_buy
000672,2026-09-11,14.76,1.8689600000000002,0.49709806380508864,上峰材料,Q5_buy
002539,2026-09-11,12.34,2.08993,0.4967829385554508,云图控股,Q5_buy
600559,2026-09-11,11.07,1.2226,0.49668255181674104,老白干酒,Q5_buy
000612,2026-09-11,10.61,2.926625,0.4963398035245234,焦作万方,Q5_buy
688409,2026-09-11,172.55,2.0651349999999997,0.496266242470974,富创精密,Q5_buy
002544,2026-09-11,15.9,1.4546949999999998,0.4960587279608057,普天科技,Q5_buy
688068,2026-09-11,85.0,2.8028850000000003,0.4960000082365271,热景生物,Q5_buy
