code,date,close,prob,prob_std,name,group
605117,2026-08-26,96.5,0.2781663063114503,0.04521013746370049,德业股份,Q1_avoid
600118,2026-08-26,60.2,0.2770323098702924,0.04349923484882164,中国卫星,Q1_avoid
600028,2026-08-26,5.33,0.27666039091794986,0.05521316823470934,中国石化,Q1_avoid
600362,2026-08-26,48.57,0.27227050531347413,0.03451356597944793,江西铜业,Q1_avoid
603986,2026-08-26,392.5,0.2713810688531686,0.04328658137437592,兆易创新,Q1_avoid
302132,2026-08-26,57.67,0.2681811376365829,0.03871975776928409,中航成飞,Q1_avoid
000100,2026-08-26,4.91,0.26479517702927385,0.03689459232544939,TCL科技,Q1_avoid
601398,2026-08-26,7.92,0.26459340931851505,0.029473303954370318,工商银行,Q1_avoid
600009,2026-08-26,23.58,0.2644878121658438,0.029659353648422395,上海机场,Q1_avoid
002475,2026-08-26,57.11,0.2595098145656633,0.04017480113743223,立讯精密,Q1_avoid
002384,2026-08-26,194.36,0.2562498414419711,0.0534281700339534,东山精密,Q1_avoid
001391,2026-08-26,4.16,0.2553135871511078,0.03071171641415462,国货航,Q1_avoid
300308,2026-08-26,850.9,0.2540815834352487,0.0347225652708591,中际旭创,Q1_avoid
000408,2026-08-26,79.29,0.2488931389041966,0.037520630608721725,藏格矿业,Q1_avoid
601138,2026-08-26,60.57,0.2484148149343572,0.02391326686257538,工业富联,Q1_avoid
600588,2026-08-26,10.06,0.24737038883002543,0.03960637946071584,用友网络,Q1_avoid
688111,2026-08-26,233.03,0.24361139929221998,0.02345606882811914,金山办公,Q1_avoid
688396,2026-08-26,57.8,0.2425454867003448,0.0343038102143389,华润微,Q1_avoid
002594,2026-08-26,92.09,0.2409685340307633,0.02172010587315598,比亚迪,Q1_avoid
002241,2026-08-26,23.82,0.23975989596051647,0.041693891707872695,歌尔股份,Q1_avoid
600438,2026-08-26,12.01,0.23940346169951157,0.042448765562034196,通威股份,Q1_avoid
300866,2026-08-26,124.89,0.23538587829895974,0.03079326290065353,安克创新,Q1_avoid
600150,2026-08-26,34.11,0.2308066183378111,0.028991861098589103,中国船舶,Q1_avoid
300750,2026-08-26,379.0,0.22786159618477048,0.03867918044412113,宁德时代,Q1_avoid
000333,2026-08-26,86.39,0.22579178760272672,0.051103057859231825,美的集团,Q1_avoid
002236,2026-08-26,16.23,0.22340344384230523,0.06665272287069177,大华股份,Q1_avoid
600519,2026-08-26,1302.8,0.2083997312520471,0.04994213657687403,贵州茅台,Q1_avoid
002837,2026-08-26,62.07,0.19776034497275072,0.01552027550019573,英维克,Q1_avoid
301308,2026-08-26,364.2,0.1937300807526697,0.05103976493342346,江波龙,Q1_avoid
601077,2026-08-26,6.89,0.1926926899462051,0.02234563238205133,渝农商行,Q1_avoid
688256,2026-08-26,1020.0,0.18982472466046255,0.035873614197862676,寒武纪,Q1_avoid
600938,2026-08-26,33.33,0.18975472396197168,0.05144672583269836,中国海油,Q1_avoid
300628,2026-08-26,40.28,0.18351321937765902,0.028515716477332625,亿联网络,Q1_avoid
600221,2026-08-26,1.31,0.1823247298595974,0.03426894984739736,海航控股,Q1_avoid
601857,2026-08-26,11.01,0.17875307089216758,0.025671716731886514,中国石油,Q1_avoid
688047,2026-08-26,103.01,0.1759826522001371,0.048140882193100476,龙芯中科,Q1_avoid
600406,2026-08-26,23.42,0.17015256278167673,0.036850283483675875,国电南瑞,Q1_avoid
002415,2026-08-26,34.78,0.13531324274990572,0.03032748982088629,海康威视,Q1_avoid
